time_seconds,voltage_mV
0.9780,-0.006556
0.9800,-0.006635
0.9820,-0.052016
0.9840,-0.060239
0.9860,-0.115608
0.9880,-0.165259
0.9900,1.191707
0.9920,-0.261993
0.9940,-0.229132
0.9960,-0.075666
0.9980,-0.026182
1.0000,-0.029531
1.0020,-0.004648
1.0040,-0.002200
1.0060,-0.039479
1.0080,-0.033064
1.0100,0.005446
1.0120,-0.009654
1.0140,0.011246
1.0160,0.002302
1.0180,-0.000605
1.0200,0.017891
1.0220,0.011188
1.0240,-0.007485
1.0260,-0.019113
1.0280,-0.031991
1.0300,0.031365
1.0320,0.107610
1.0340,0.050283
1.0360,0.117366
1.0380,0.081660
1.0400,0.161104
1.0420,0.160369
1.0440,0.186867
1.0460,0.207442
1.0480,0.206167
1.0500,0.238621
1.0520,0.262143
1.0540,0.285120
1.0560,0.279442
1.0580,0.320452
1.0600,0.271436
1.0620,0.325429
1.0640,0.272724
1.0660,0.294003
1.0680,0.287916
1.0700,0.226827
1.0720,0.214381
1.0740,0.184957
1.0760,0.189949
1.0780,0.159145
1.0800,0.143862
1.0820,0.112487
1.0840,0.120350
1.0860,0.067216
1.0880,0.029577
1.0900,0.011291
1.0920,-0.008486
1.0940,-0.012626
1.0960,0.061756
1.0980,0.018067
1.1000,0.007967
1.1020,-0.009549
1.1040,-0.004696
1.1060,0.013291
1.1080,0.002583
1.1100,0.019698
1.1120,0.004635
1.1140,-0.002275
1.1160,0.015665
1.1180,0.012831
1.1200,-0.032366
1.1220,0.007748
1.1240,-0.003514
1.1260,0.034594
1.1280,0.007593
1.1300,0.026319
1.1320,0.040302
1.1340,-0.002144
1.1360,-0.003229
1.1380,0.004492
1.1400,0.006553
1.1420,-0.004822
1.1440,-0.034339
1.1460,0.023367
1.1480,-0.013454
1.1500,-0.014756
1.1520,0.010164
1.1540,-0.019160
1.1560,-0.011568
1.1580,0.003126
1.1600,-0.035366
1.1620,-0.012366
1.1640,0.014557
1.1660,-0.013786
1.1680,0.038688
1.1700,-0.011036
1.1720,0.024439
1.1740,0.004950
1.1760,0.025868
1.1780,0.031922
1.1800,0.006285
1.1820,0.000427
1.1840,0.011142
1.1860,0.009557
1.1880,0.001235
1.1900,-0.004803
1.1920,0.015737
1.1940,-0.015737
1.1960,-0.014158
1.1980,0.001084
1.2000,0.000648
1.2020,-0.029626
1.2040,-0.029026
1.2060,-0.003806
1.2080,0.009177
1.2100,0.008267
1.2120,0.005574
1.2140,0.029710
1.2160,0.031187
1.2180,0.017633
1.2200,0.025464
1.2220,0.009663
1.2240,0.000386
1.2260,-0.000818
1.2280,-0.007413
1.2300,0.003828
1.2320,0.016410
1.2340,0.004478
1.2360,0.016073
1.2380,-0.054844
1.2400,0.025859
1.2420,0.024083
1.2440,0.018896
1.2460,-0.015317
1.2480,0.001831
1.2500,-0.034486
1.2520,-0.006588
1.2540,-0.000857
1.2560,-0.018410
1.2580,0.001408
1.2600,-0.015513
1.2620,0.025827
1.2640,0.005680
1.2660,-0.007571
1.2680,0.013301
1.2700,-0.035753
1.2720,0.007363
1.2740,-0.003274
1.2760,0.009331
1.2780,-0.023693
1.2800,0.003351
1.2820,-0.001282
1.2840,-0.026336
1.2860,0.025146
1.2880,-0.028047
1.2900,0.013352
1.2920,0.014993
1.2940,-0.007786
1.2960,0.038022
1.2980,-0.025987
1.3000,-0.010193
1.3020,0.014207
1.3040,-0.001857
1.3060,-0.045448
1.3080,0.004249
1.3100,0.006528
1.3120,-0.011075
1.3140,0.008225
1.3160,-0.002089
1.3180,-0.006161
1.3200,-0.033323
1.3220,0.016368
1.3240,0.002932
1.3260,-0.011039
1.3280,-0.004836
1.3300,-0.003052
1.3320,-0.005883
1.3340,0.019719
1.3360,-0.007207
1.3380,-0.007652
1.3400,0.030680
1.3420,0.023511
1.3440,0.001933
1.3460,0.047513
1.3480,0.009819
1.3500,-0.015624
1.3520,0.012840
1.3540,-0.000638
1.3560,-0.034837
1.3580,0.016945
1.3600,-0.041919
1.3620,-0.014251
1.3640,-0.007968
1.3660,-0.018268
1.3680,-0.038458
1.3700,-0.008858
1.3720,0.004326
1.3740,0.011068
1.3760,-0.032146
1.3780,-0.010374
1.3800,-0.026194
1.3820,-0.000049
1.3840,0.008628
1.3860,0.013533
1.3880,-0.013477
1.3900,0.017266
1.3920,-0.019988
1.3940,0.008857
1.3960,-0.002207
1.3980,0.005256
1.4000,0.055534
1.4020,-0.034518
1.4040,-0.025254
1.4060,0.027882
1.4080,0.002327
1.4100,-0.021673
1.4120,0.007040
1.4140,-0.013256
1.4160,-0.015298
1.4180,-0.043003
1.4200,0.013068
1.4220,0.005999
1.4240,-0.026443
1.4260,-0.049044
1.4280,-0.018936
1.4300,-0.011501
1.4320,0.007690
1.4340,-0.001155
1.4360,0.007265
1.4380,-0.003159
1.4400,-0.002156
1.4420,-0.001624
1.4440,0.024379
1.4460,0.007303
1.4480,-0.036117
1.4500,0.023612
1.4520,-0.005265
1.4540,-0.002861
1.4560,0.030183
1.4580,-0.021064
1.4600,0.016848
1.4620,0.006259
1.4640,0.001634
1.4660,0.013046
1.4680,-0.001562
1.4700,-0.023171
1.4720,-0.013021
1.4740,0.018195
1.4760,0.026995
1.4780,0.005156
1.4800,0.019153
1.4820,0.014124
1.4840,-0.000920
1.4860,-0.004670
1.4880,0.037789
1.4900,0.000367
1.4920,0.033860
1.4940,0.009252
1.4960,-0.030349
1.4980,-0.009309
1.5000,-0.035590
1.5020,-0.002884
1.5040,0.029282
1.5060,-0.000428
1.5080,0.012414
1.5100,-0.039274
1.5120,-0.010359
1.5140,0.022112
1.5160,0.017112
1.5180,-0.037604
1.5200,0.026191
1.5220,0.026791
1.5240,0.024477
1.5260,0.048742
1.5280,-0.013066
1.5300,0.029314
1.5320,-0.020621
1.5340,0.014505
1.5360,-0.031964
1.5380,-0.011540
1.5400,0.029105
1.5420,-0.001451
1.5440,0.008796
1.5460,-0.006793
1.5480,-0.012552
1.5500,0.000657
1.5520,0.015516
1.5540,0.007329
1.5560,0.007714
1.5580,-0.031107
1.5600,0.014215
1.5620,0.007252
1.5640,0.019897
1.5660,0.029178
1.5680,0.002720
1.5700,0.004321
1.5720,0.010718
1.5740,-0.008708
1.5760,-0.003337
1.5780,0.015643
1.5800,0.000640
1.5820,0.018800
1.5840,0.024192
1.5860,0.033283
1.5880,-0.016569
1.5900,0.006082
1.5920,-0.025747
1.5940,0.034033
1.5960,-0.004863
1.5980,0.004281
1.6000,0.005944
1.6020,-0.001286
1.6040,0.000497
1.6060,-0.030749
1.6080,-0.023570
1.6100,-0.013132
1.6120,-0.018149
1.6140,-0.033035
1.6160,-0.002101
1.6180,0.019012
1.6200,-0.021548
1.6220,-0.019476
1.6240,-0.038379
1.6260,0.005212
1.6280,-0.003864
1.6300,0.009118
1.6320,0.016696
1.6340,0.007495
1.6360,-0.059641
1.6380,0.023232
1.6400,0.005194
1.6420,0.014246
1.6440,-0.030844
1.6460,-0.004521
1.6480,-0.041977
1.6500,-0.026161
1.6520,0.040665
1.6540,0.037710
1.6560,0.067744
1.6580,0.089300
1.6600,0.084629
1.6620,0.090359
1.6640,0.119142
1.6660,0.172594
1.6680,0.174951
1.6700,0.163768
1.6720,0.157642
1.6740,0.119308
1.6760,0.151583
1.6780,0.100019
1.6800,0.098761
1.6820,0.063709
1.6840,0.064880
1.6860,0.006595
1.6880,0.034044
1.6900,0.015668
1.6920,0.009172
1.6940,-0.018027
1.6960,-0.003431
1.6980,0.015136
1.7000,-0.010711
1.7020,-0.005242
1.7040,-0.022375
1.7060,-0.118242
1.7080,-0.177600
1.7100,1.216799
1.7120,-0.270133
1.7140,-0.197474
1.7160,-0.127317
1.7180,-0.013497
1.7200,-0.012470
1.7220,-0.001230
1.7240,-0.000368
1.7260,0.003918
1.7280,-0.026564
1.7300,-0.001793
1.7320,0.016029
1.7340,0.008367
1.7360,0.011444
1.7380,-0.025827
1.7400,-0.004398
1.7420,0.010711
1.7440,0.008590
1.7460,0.006659
1.7480,0.027151
1.7500,0.064246
1.7520,0.043375
1.7540,0.094211
1.7560,0.092546
1.7580,0.092677
1.7600,0.147332
1.7620,0.164312
1.7640,0.187284
1.7660,0.239946
1.7680,0.262655
1.7700,0.235579
1.7720,0.249182
1.7740,0.283149
1.7760,0.304453
1.7780,0.323340
1.7800,0.290676
1.7820,0.296524
1.7840,0.313047
1.7860,0.298346
1.7880,0.261250
1.7900,0.252079
1.7920,0.235835
1.7940,0.205317
1.7960,0.151016
1.7980,0.155436
1.8000,0.179086
1.8020,0.114671
1.8040,0.092261
1.8060,0.075833
1.8080,0.064848
1.8100,-0.009094
1.8120,-0.026477
1.8140,0.000913
1.8160,0.004101
1.8180,-0.001384
1.8200,-0.011573
1.8220,-0.015925
1.8240,-0.010233
1.8260,-0.002216
1.8280,-0.007580
1.8300,-0.002299
1.8320,-0.002015
1.8340,0.016080
1.8360,0.015131
1.8380,-0.009229
1.8400,0.006910
1.8420,-0.021957
1.8440,0.006403
1.8460,-0.021820
1.8480,-0.038840
1.8500,-0.000623
1.8520,0.002965
1.8540,-0.000351
1.8560,0.016994
1.8580,-0.027374
1.8600,0.016177
1.8620,0.033093
1.8640,0.010955
1.8660,0.011761
1.8680,0.027683
1.8700,-0.011778
1.8720,0.010261
1.8740,-0.012876
1.8760,0.027644
1.8780,-0.011532
1.8800,0.002196
1.8820,0.013123
1.8840,-0.016391
1.8860,-0.007377
1.8880,0.004364
1.8900,0.025311
1.8920,0.011419
1.8940,-0.016371
1.8960,0.015136
1.8980,-0.031218
1.9000,0.015697
1.9020,-0.021014
1.9040,0.018678
1.9060,0.001043
1.9080,0.004243
1.9100,-0.012765
1.9120,0.010034
1.9140,-0.026317
1.9160,0.020195
1.9180,0.001499
1.9200,0.008755
1.9220,0.043339
1.9240,0.000900
1.9260,0.009230
1.9280,-0.015122
1.9300,0.011560
1.9320,0.017971
1.9340,0.017015
1.9360,-0.009752
1.9380,-0.032766
1.9400,0.000624
1.9420,0.050887
1.9440,0.021668
1.9460,-0.033401
1.9480,-0.013608
1.9500,0.006995
1.9520,-0.025559
1.9540,0.010370
1.9560,0.010958
1.9580,-0.010685
1.9600,-0.005948
1.9620,0.012199
1.9640,0.009678
1.9660,0.022493
1.9680,-0.005632
1.9700,0.008197
1.9720,-0.016414
1.9740,-0.002391
1.9760,0.021281
1.9780,0.000393
1.9800,-0.004600
1.9820,-0.037736
1.9840,-0.016960
1.9860,-0.000072
1.9880,-0.005999
1.9900,0.024224
1.9920,0.031882
1.9940,0.000144
1.9960,0.037423
1.9980,0.016004
2.0000,0.006743
2.0020,-0.027035
2.0040,-0.012967
2.0060,0.002108
2.0080,-0.018730
2.0100,-0.027367
2.0120,-0.004336
2.0140,-0.004195
2.0160,-0.015746
2.0180,-0.007136
2.0200,-0.006901
2.0220,-0.018588
2.0240,-0.019941
2.0260,-0.019628
2.0280,0.000730
2.0300,0.010983
2.0320,0.018749
2.0340,-0.011497
2.0360,0.037605
2.0380,0.038783
2.0400,0.002511
2.0420,-0.019366
2.0440,-0.009155
2.0460,-0.010211
2.0480,-0.022010
2.0500,-0.003625
2.0520,-0.051766
2.0540,0.008831
2.0560,-0.025416
2.0580,-0.014245
2.0600,-0.055191
2.0620,-0.012212
2.0640,-0.003639
2.0660,-0.006264
2.0680,0.004986
2.0700,0.029583
2.0720,0.022422
2.0740,-0.005874
2.0760,0.009906
2.0780,-0.002835
2.0800,0.035927
2.0820,0.040516
2.0840,-0.012745
2.0860,0.015089
2.0880,0.028844
2.0900,-0.000824
2.0920,0.027453
2.0940,-0.002365
2.0960,-0.012572
2.0980,0.003399
2.1000,-0.039602
2.1020,-0.011353
2.1040,-0.023270
2.1060,0.011064
2.1080,0.013028
2.1100,-0.024923
2.1120,0.041429
2.1140,0.007825
2.1160,-0.019634
2.1180,-0.001076
2.1200,0.010861
2.1220,-0.003931
2.1240,0.007788
2.1260,0.012875
2.1280,-0.048326
2.1300,0.009221
2.1320,-0.014038
2.1340,-0.023760
2.1360,-0.019283
2.1380,0.013594
2.1400,0.002333
2.1420,-0.029109
2.1440,-0.008091
2.1460,-0.012423
2.1480,0.014617
2.1500,-0.007612
2.1520,0.019138
2.1540,-0.026640
2.1560,0.016894
2.1580,0.001568
2.1600,-0.015878
2.1620,-0.032444
2.1640,-0.000738
2.1660,-0.012416
2.1680,-0.025726
2.1700,0.052761
2.1720,0.005947
2.1740,-0.013530
2.1760,-0.002843
2.1780,0.002911
2.1800,-0.003049
2.1820,0.020986
2.1840,0.010024
2.1860,-0.021250
2.1880,-0.004357
2.1900,0.031514
2.1920,-0.013544
2.1940,0.001768
2.1960,-0.025995
2.1980,-0.042634
2.2000,-0.021705
2.2020,-0.024710
2.2040,0.017574
2.2060,0.002207
2.2080,0.020405
2.2100,-0.007173
2.2120,-0.006202
2.2140,0.044455
2.2160,0.021046
2.2180,0.007730
2.2200,-0.049641
2.2220,0.025611
2.2240,0.010396
2.2260,-0.001146
2.2280,0.023087
2.2300,0.008076
2.2320,-0.000720
2.2340,0.010867
2.2360,-0.024896
2.2380,-0.020137
2.2400,0.006221
2.2420,-0.025592
2.2440,0.011448
2.2460,-0.041118
2.2480,0.008369
2.2500,-0.035210
2.2520,0.000903
2.2540,-0.000088
2.2560,-0.019110
2.2580,0.004868
2.2600,-0.014344
2.2620,0.014925
2.2640,0.004017
2.2660,0.012817
2.2680,0.003466
2.2700,0.042034
2.2720,0.022381
2.2740,-0.001100
2.2760,-0.026238
2.2780,-0.002542
2.2800,0.021463
2.2820,0.046853
2.2840,-0.011940
2.2860,0.020428
2.2880,0.000850
2.2900,0.000998
2.2920,0.000929
2.2940,-0.011598
2.2960,-0.002169
2.2980,0.006617
2.3000,-0.008964
2.3020,0.060381
2.3040,0.032904
2.3060,0.019557
2.3080,-0.022373
2.3100,0.013069
2.3120,0.016552
2.3140,-0.017573
2.3160,-0.032438
2.3180,0.016021
2.3200,-0.018669
2.3220,-0.011494
2.3240,0.019270
2.3260,0.003106
2.3280,-0.017807
2.3300,0.017308
2.3320,-0.012594
2.3340,-0.010248
2.3360,-0.009784
2.3380,0.014842
2.3400,0.009597
2.3420,0.025038
2.3440,0.063895
2.3460,0.066385
2.3480,0.059642
2.3500,0.054756
2.3520,0.114138
2.3540,0.135600
2.3560,0.124386
2.3580,0.151487
2.3600,0.145993
2.3620,0.154429
2.3640,0.101490
2.3660,0.114738
2.3680,0.122031
2.3700,0.097242
2.3720,0.083588
2.3740,0.062131
2.3760,0.080742
2.3780,-0.000298
2.3800,0.007593
2.3820,0.050405
2.3840,0.009894
2.3860,0.001456
2.3880,-0.018626
2.3900,-0.012506
2.3920,-0.012978
2.3940,-0.065427
2.3960,-0.118836
2.3980,-0.203933
2.4000,1.207924
2.4020,-0.294610
2.4040,-0.248924
2.4060,-0.117367
2.4080,-0.036269
2.4100,-0.078006
2.4120,0.020802
2.4140,-0.002065
2.4160,0.001008
2.4180,-0.021824
2.4200,0.007553
2.4220,0.003477
2.4240,0.003340
2.4260,0.008823
2.4280,0.009634
2.4300,0.004629
2.4320,-0.002762
2.4340,0.025023
2.4360,-0.012321
2.4380,0.003400
2.4400,0.064166
2.4420,0.041982
2.4440,0.049869
2.4460,0.126428
2.4480,0.059742
2.4500,0.154476
2.4520,0.146392
2.4540,0.198791
2.4560,0.199092
2.4580,0.215896
2.4600,0.281185
2.4620,0.264780
2.4640,0.288481
2.4660,0.294245
2.4680,0.320421
2.4700,0.347161
2.4720,0.268833
2.4740,0.321167
2.4760,0.335728
2.4780,0.258039
2.4800,0.285751
2.4820,0.232418
2.4840,0.164134
2.4860,0.194582
2.4880,0.190326
2.4900,0.132399
2.4920,0.133170
2.4940,0.130931
2.4960,0.065367
2.4980,0.062301
2.5000,-0.007023
2.5020,0.029478
2.5040,-0.010291
2.5060,0.007997
2.5080,0.034646
2.5100,-0.019353
2.5120,0.012421
2.5140,-0.020935
2.5160,0.014585
2.5180,0.030102
2.5200,0.000131
2.5220,-0.004723
2.5240,0.042622
2.5260,-0.002262
2.5280,-0.012382
2.5300,-0.042323
2.5320,-0.028542
2.5340,0.008061
2.5360,0.002890
2.5380,0.015601
2.5400,0.025313
2.5420,-0.013527
2.5440,-0.020767
2.5460,-0.010370
2.5480,-0.030502
2.5500,-0.030067
2.5520,-0.021420
2.5540,0.006397
2.5560,0.011405
2.5580,0.013994
2.5600,0.011169
2.5620,-0.007228
2.5640,0.018332
2.5660,0.012556
2.5680,-0.012995
2.5700,0.021000
2.5720,0.029704
2.5740,0.038655
2.5760,-0.033119
2.5780,-0.003273
2.5800,0.010695
2.5820,-0.013577
2.5840,-0.014984
2.5860,0.038639
2.5880,-0.022513
2.5900,-0.048728
2.5920,0.036652
2.5940,0.005586
2.5960,0.034701
2.5980,-0.023126
2.6000,-0.010205
2.6020,0.007816
2.6040,0.019770
2.6060,-0.019451
2.6080,0.003158
2.6100,0.006898
2.6120,-0.007083
2.6140,-0.023531
2.6160,0.032871
2.6180,-0.027621
2.6200,0.004014
2.6220,0.021017
2.6240,0.005096
2.6260,-0.005907
2.6280,0.015452
2.6300,-0.002314
2.6320,0.019728
2.6340,-0.000680
2.6360,-0.016286
2.6380,0.036274
2.6400,0.015300
2.6420,0.019716
2.6440,0.030906
2.6460,0.004378
2.6480,-0.038588
2.6500,-0.020985
2.6520,0.027539
2.6540,-0.004191
2.6560,0.015735
2.6580,-0.009301
2.6600,-0.004979
2.6620,-0.009475
2.6640,0.003422
2.6660,-0.000823
2.6680,0.004589
2.6700,0.012973
2.6720,-0.007028
2.6740,-0.010284
2.6760,0.015055
2.6780,-0.006462
